목적지명,목적지X좌표,목적지Y좌표,목적지읍면동명,중분류,소분류,방문건수,방문건수구간
성곡사,127.0700126,36.50702954,우성면,종교,절,16,4
성보의원,127.1334796,36.45634125,옥룡동,의료시설,의원,43,4
성인산업,127.0519322,36.35463015,이인면,업종별기업,업종별기업기타,145,5
세븐일레븐/공주대중문점,127.1413677,36.47325603,신관동,대형유통점,편의점,7,3
세븐일레븐/공주신관현대점,127.1356738,36.46697894,신관동,대형유통점,편의점,9,3
세영레미콘,127.1174245,36.5714669,정안면,업종별기업,비금속 광물,6,2
세종공주축산농협/공주가축시장,127.10076,36.49619762,신관동,시장,시장기타,7,3
세종공주축산농협경제사업장,127.1033709,36.49047607,신관동,각종단체,산업별단체,3,1
세종아스콘,127.0885139,36.47357468,우성면,업종별기업,제조업,8,3
세종평화의동산,127.0723735,36.51208453,우성면,종교,교회시설,11,3
세종프라임요양병원,127.1387833,36.57484401,정안면,의료시설,요양병원,58,5
소나무굿당,127.174727,36.34210451,계룡면,생활서비스,생활서비스기타,3,1
소나무한의원,127.1241193,36.45997967,웅진동,의료시설,한의원,3,1
소담정,127.1230638,36.46534016,웅진동,음식점,한식,63,5
소담펜션,127.2426149,36.36025051,반포면,숙박,펜션,3,1
소랭이개울가,127.0769554,36.6266548,정안면,숙박,펜션,18,4
소랭이활성화센터,127.0833992,36.62737698,정안면,문화생활시설,문화생활시설기타,3,1
소망공동체,127.1677546,36.43401066,옥룡동,사회시설,사회복지시설,31,4
소문난떡집,126.9512173,36.55144045,유구읍,음식점,떡/한과,5,2
소여도방,127.2158618,36.38954379,반포면,문화용품,문화용품기타,3,1
손수차림/[한식],127.1521444,36.48086634,월송동,음식점,한식,35,4
솔다리펜션가든,127.03171,36.55435725,사곡면,숙박,펜션,16,4
솔라피데/공주점,127.1546443,36.4718396,월송동,카페,카페기타,14,3
솔반,127.2211111,36.41806835,반포면,음식점,한식,227,5
솔밭가든,127.1911694,36.40904142,계룡면,음식점,한식,3,1
솔밭식당,127.1213331,36.45417145,중학동,음식점,한식,6,2
솔브레인/제2공장,127.0756463,36.43027459,금학동,업종별기업,제조업,3,1
솔브레인/제4공장,127.0740089,36.43347453,금학동,업종별기업,제조업,3,1
솔브레인에스엘디,127.0771,36.4312441,금학동,업종별기업,제조업,67,5
솔브레인홀딩스/공주공장,127.0776793,36.43223256,금학동,업종별기업,반도체,342,5
솔약국,127.1233416,36.45856316,웅진동,기타의료시설,약국,6,2
솔향기,127.2346728,36.40113774,반포면,음식점,한식,6,2
솔향펜션,127.2589035,36.33551916,반포면,숙박,펜션,19,4
송원골프랜드,127.1713927,36.48336616,월송동,레저/스포츠,골프연습장,652,5
솥뚜껑매운탕,127.0472941,36.4792807,사곡면,음식점,한식,1609,5
수리치골성지,126.896028,36.51927714,신풍면,관광명소,문화유적지,100,5
수모텔,127.1303687,36.4692842,신관동,숙박,모텔/여관,83,5
수미가/[중식],127.1324518,36.47156173,신관동,음식점,중식,6,2
수업이끝난오후,127.1374026,36.4722804,신관동,음식점,한식,6,2
수옥,127.0616813,36.36226822,이인면,음식점,한식,3,1
수올,127.1306918,36.62019243,정안면,업종별기업,제조업,7,3
수정옥,127.0266554,36.50119662,사곡면,음식점,중식,6,2
숙골순대,127.1292079,36.47087967,신관동,음식점,한식,6,2
숙성초벌돼지구이정돈가,127.1367856,36.47123867,신관동,음식점,한식,8,3
순풍외과의원,127.1247026,36.45934085,웅진동,의료시설,의원,3,1
숭덕전,127.1125648,36.46259041,웅진동,관광명소,문화유적지,4,2
숯불화로최고집,127.136257,36.4715062,신관동,음식점,한식,45,4
숲너울,127.0128396,36.64599933,유구읍,카페,카페기타,450,5
숲카페,127.2373601,36.3597973,반포면,카페,카페기타,46,4
슈엔챠이/공주점 [중식],127.1327868,36.47242388,신관동,음식점,중식,59,5
스마일모텔,127.1330907,36.46920089,신관동,숙박,모텔/여관,6,2
스시카페고노,127.178738,36.44479307,옥룡동,음식점,일식,3,1
스타벅스/공주DT점,127.1429231,36.46820106,신관동,카페,커피전문점,1080,5
스타벅스/공주동학사DT점,127.2535531,36.36338032,반포면,카페,커피전문점,720,5
스타벅스/공주신관점,127.1400622,36.47464475,신관동,카페,커피전문점,240,5
스테이오안,127.257208,36.36308481,반포면,숙박,펜션,3,1
스테이인터뷰/공주점,127.1215871,36.45727727,웅진동,숙박,펜션,6,2
시골밥상,127.1423408,36.36226869,계룡면,음식점,한식,3,1
시골풍경꽃게장,127.2535532,36.35829757,반포면,음식점,전문음식점,3,1
시드니모텔,127.1303964,36.47008966,신관동,숙박,모텔/여관,69,5
시장정육점식당,127.1222621,36.46587358,웅진동,음식점,한식,586,5
식탐,127.1376837,36.47658193,신관동,음식점,한식,23,4
신계룡산갑사펜션,127.178469,36.37332044,계룡면,숙박,펜션,12,3
신관감리교회,127.1410343,36.47489473,신관동,종교,교회시설,3,1
신관공영주차장,127.1354515,36.47211724,신관동,자동차시설,주차장,46,4
신관동공영주차장,127.1291465,36.47175613,신관동,자동차시설,주차장,20,4
신관동공원공영주차장,127.1358963,36.47268733,신관동,자동차시설,주차장,269,5
신관동성당,127.1483392,36.47542249,신관동,종교,성당시설,8,3
신관동성당,127.1483392,36.47542249,월송동,종교,성당시설,21,4
신관동쌈지공영주차장,127.1322296,36.46897869,신관동,자동차시설,주차장,3,1
신관어씨네/[한식],127.1353347,36.47136614,신관동,음식점,한식,5,2
신관연합정형외과의원,127.1420343,36.47420037,신관동,의료시설,의원,73,5
신관짬뽕/[중식],127.1316433,36.47178416,신관동,음식점,중식,437,5
신기1통마을회관,127.1510895,36.42206748,옥룡동,사회시설,회관,6,2
신대신암굿당,127.2090566,36.41120795,반포면,종교,종교기타,15,3
신미가짬뽕/[중식],127.2521537,36.36130959,반포면,음식점,중식,155,5
신성강건,127.1245345,36.6204058,정안면,업종별기업,업종별기업기타,22,4
신아양행,127.0321553,36.45264664,우성면,업종별기업,의료정밀,3,1
신야춘추,127.2359156,36.38257248,반포면,음식점,한식,16,4
신영2리마을회관,127.024878,36.48103225,사곡면,사회시설,회관,3,1
신원사,127.1839484,36.3357164,계룡면,종교,절,700,5
신원사대웅전,127.1839407,36.33571485,계룡면,관광명소,문화유적지,3,1
신율농장,127.1090639,36.59924146,정안면,농/어업,농장/농원,11,3
신일팜글라스,127.0713465,36.43195478,금학동,업종별기업,비금속 광물,3,1
신전떡볶이/공주신관점,127.1408122,36.47403372,신관동,음식점,분식,6,2
신짬뽕/[중식],127.1337852,36.45261945,옥룡동,음식점,중식,3,1
신천지예수교증거장막성전/공주교회,127.1217028,36.46395142,웅진동,종교,교회시설,6,2
신풍보건지소,126.9578559,36.51530573,신풍면,의료시설,보건소/지소,6,2
신풍성결교회,126.9562727,36.51369479,신풍면,종교,교회시설,3,1
신풍휴게소/당진방향 [당진상주선],126.9994355,36.51972213,신풍면,교통시설,고속도로휴게소,9,3
신풍휴게소/상주방향 [당진상주선],126.9962413,36.52316616,신풍면,교통시설,고속도로휴게소,3,1
신화환경개발,127.0485717,36.31749547,탄천면,업종별기업,업종별기업기타,27,4
신흥리마을회관,127.0632642,36.39845855,이인면,사회시설,회관,4,2
십전갈비탕,127.2518888,36.35947931,반포면,음식점,한식,71,5
십전육빔,127.2531643,36.35796427,반포면,음식점,한식,3,1
싸리골,127.2286086,36.40153086,반포면,음식점,한식,48,4
쌍신동마을회관,127.1160643,36.48025509,신관동,사회시설,회관,6,2
썬더치킨/공주대점,127.1367452,36.47259526,신관동,음식점,치킨,4,2
쎄쎄/[중식],126.9546058,36.55080165,유구읍,음식점,중식,3,1
쏘카존/공주종합버스터미널옆,127.1339517,36.46814546,신관동,자동차시설,렌트카,9,3
아람누리펜션,127.2059735,36.42034578,반포면,숙박,펜션,3,1
아름다운십자가기도원,127.2644688,36.36335261,반포면,종교,교회시설,3,1
아리랑도매마트,126.9526616,36.55096829,유구읍,슈퍼/마트,슈퍼/마트 기타,3,1
아세아산업개발,127.0400157,36.45761834,우성면,업종별기업,제조업,24,4
아이러브팜핑,127.1162573,36.64001462,정안면,관광명소,체험학습,218,5
아이맘스튜디오,127.1228973,36.45267494,중학동,생활서비스,사진관,3,1
아트센터고마,127.1078429,36.46650661,웅진동,문화생활시설,문화센터,164,5
알밤에반한한우,127.1227773,36.46614616,웅진동,음식점,한식,100,5
알보젠코리아,127.1257288,36.62190563,정안면,업종별기업,의약품,6,2
알파문구/공주점,127.1214251,36.45639673,중학동,문화용품,문구/화방,3,1
압구정모텔,127.129952,36.47028408,신관동,숙박,모텔/여관,6,2
앙상블모텔,127.1289244,36.4702563,신관동,숙박,모텔/여관,52,4
애터미/본사,127.110815,36.45511903,웅진동,가방/액세서리,화장품,130,5
애터미/오롯,127.1231459,36.60265782,정안면,업종별기업,음식료업,898,5
애터미아자,127.142312,36.47936645,월송동,업종별기업,업종별기업기타,4,2
애터미파크,127.1107957,36.4549789,웅진동,업종별기업,유통업,329,5
야미마라탕/[중식],127.140161,36.4748026,신관동,음식점,중식,3,1
야옹아멍멍해봐/충남공주점,127.1327296,36.47045075,신관동,생활서비스,애견센터,3,1
약선추어탕,127.1425342,36.47958865,월송동,음식점,한식,3,1
양달가든,127.0933228,36.48014404,우성면,음식점,한식,142,5
양반찜갈비,127.1232583,36.45536908,중학동,음식점,한식,17,4
양쯔강/[중식],127.1221015,36.44293942,금학동,음식점,중식,3,1
양평칼국수,127.1215918,36.45953526,웅진동,음식점,한식,3,1
양평할매해장국,127.1347849,36.47036743,신관동,음식점,한식,22,4
어가명가/공주본점,127.142144,36.48016895,월송동,음식점,한식,36,4
어가명가/왕촌점,127.1647825,36.44903671,옥룡동,음식점,한식,6,2
어도활어참치,127.1426731,36.47495029,신관동,음식점,전문음식점,22,4
어물리마을회관,127.1412554,36.60313009,정안면,사회시설,회관,3,1
어물전밥상,127.1075653,36.45517456,웅진동,음식점,한식,28,4
어부나라/유구점,126.9525227,36.54991285,유구읍,음식점,한식,7,3
어부회포차,127.1352472,36.47143608,신관동,음식점,전문음식점,3,1
어사또,127.1315212,36.4713654,신관동,음식점,한식,10,3
어썸845,127.2443595,36.3594085,반포면,카페,카페기타,145,5
어씨네본가,127.2092231,36.4343442,반포면,음식점,한식,61,5
어울림펜션,126.988186,36.5699941,유구읍,숙박,펜션,3,1
얼큰이칼국수,127.1330073,36.47839429,월송동,음식점,한식,24,4
엄마밥,127.108954,36.45623001,웅진동,음식점,한식,3,1
에그멍이냥,127.1388679,36.47450587,신관동,취미/오락,애완/관상,3,1
에덴모텔,127.1306742,36.47006189,신관동,숙박,모텔/여관,28,4
에스무인텔,127.2540761,36.36764374,반포면,숙박,모텔/여관,25,4
에어산,127.2515986,36.36604303,반포면,카페,카페기타,1404,5
에이치모텔,127.143812,36.46142406,신관동,숙박,모텔/여관,49,4
에코스타일,127.1154803,36.56363445,정안면,건축관련,건축관련기타,3,1
엔씨켐/정안공장,127.131645,36.62098911,정안면,업종별기업,화학,32,4
엔젤소아청소년과의원,127.1412432,36.47413709,신관동,의료시설,의원,126,5
엔학고레,127.2659128,36.39809866,반포면,카페,카페기타,1544,5
엠씨솔루션/1공장,127.0746304,36.4341296,금학동,업종별기업,화학,3,1
엠에스머트리얼즈,127.0987323,36.50191918,우성면,업종별기업,전기가스업,6,2
여성긴급전화1366/충남센터,127.1528221,36.47579134,월송동,사회시설,사회복지시설,3,1
여정/[한식],127.2657465,36.36363037,반포면,음식점,한식,25,4
여호와의증인의왕국회관,127.1291746,36.44073189,금학동,종교,종교기타,6,2
역전할머니맥주/공주대점,127.1362848,36.47275606,신관동,술집,술집기타,33,4
연미산자연미술공원,127.1025933,36.47356133,우성면,관광명소,공원,323,5
연세내과의원,127.1338087,36.47175455,신관동,의료시설,의원,24,4
연세탑내과의원,127.1387359,36.47400577,신관동,의료시설,의원,32,4
연종캠핑장,127.0026773,36.60051691,유구읍,레저/스포츠,캠프장,72,5
연천봉,127.1915865,36.35002037,계룡면,관광명소,명산,6,2
연춘당한의원,127.1222862,36.45473026,중학동,의료시설,한의원,16,4
영명사,127.1275357,36.46039631,웅진동,종교,절,4,2
영빈관,127.1075374,36.46464571,웅진동,술집,민속주점,13,3
영상대감,127.0999955,36.48300146,우성면,음식점,한식,8,3
영우네캠핑장,127.0348769,36.49625279,사곡면,레저/스포츠,캠프장,86,5
영진식당,127.1235916,36.45881811,웅진동,음식점,한식,7,3
영천한우촌,127.1394393,36.47858805,월송동,음식점,한식,4,2
예가,127.1432843,36.46195178,신관동,음식점,한식,190,5
예가촌,127.1212674,36.46363961,웅진동,음식점,한식,68,5
옛공주읍사무소,127.1219654,36.4544397,중학동,관광명소,문화유적지,59,5
옛날배씨네집,127.2096851,36.43435928,반포면,음식점,전문음식점,3,1
옛날어씨네집,127.2098318,36.4342873,반포면,음식점,한식,3,1
옛날팥죽집,127.1228694,36.45820209,웅진동,음식점,한식,3,1
옛집감자탕,127.1346183,36.47414478,신관동,음식점,한식,4,2
오늘은짬뽕/[중식],127.1352657,36.46891124,신관동,음식점,중식,15,3
오라클피부과의원/공주산성점,127.1252026,36.45847984,웅진동,의료시설,의원,17,4
오렌지모텔,127.121564,36.46217385,웅진동,숙박,모텔/여관,3,1
오리랑닭이랑,127.0299361,36.53581829,사곡면,음식점,한식,3,1
오마트,127.1428408,36.35751923,계룡면,슈퍼/마트,슈퍼/마트 기타,10,3
오미돌솥쌈밥,127.2420816,36.35960599,반포면,음식점,한식,22,4
오버패스,127.1368661,36.49503158,의당면,카페,카페기타,25,4
오브데이자르다/공주점,127.1393974,36.47301878,신관동,생활서비스,미용실,3,1
오성숯불갈비평양냉면/유구본점,126.9514394,36.55641211,유구읍,음식점,한식,3,1
오인교회,127.1214245,36.53083268,의당면,종교,교회시설,3,1
오인리마을회관,127.1203968,36.52891622,의당면,사회시설,회관,3,1
오조커피,127.1406927,36.49805209,의당면,카페,카페기타,54,5
옥룡동게이트볼장,127.137903,36.45941107,옥룡동,레저/스포츠,레저/스포츠기타,3,1
옥성교회,127.0816786,36.46409006,우성면,종교,교회시설,3,1
온기,127.1382738,36.47660549,신관동,카페,카페기타,6,2
온누리노인복지센터,127.1915297,36.48800464,월송동,사회시설,사회복지시설,3,1
온더기와,127.2467206,36.34063287,반포면,카페,카페기타,298,5
온천손칼국수,127.2564415,36.38673879,반포면,음식점,한식,281,5
올데이짐,127.1496169,36.47711675,월송동,레저/스포츠,헬스,79,5
올리브영/공주대점,127.1375347,36.4720617,신관동,생활용품,드럭스토어,103,5
올리브영/공주중동점,127.1248693,36.45584126,중학동,생활용품,드럭스토어,3,1
옹골,127.1571261,36.47782007,월송동,음식점,한식,3,1
옹달샘농원,127.1334239,36.47339486,신관동,음식료,반찬가게,3,1
와우컴퓨터,127.1337017,36.47361706,신관동,컴퓨터,컴퓨터기타,3,1
와플대학/공주신관캠퍼스,127.1375347,36.47247832,신관동,카페,카페기타,3,1
왕천파닭,127.1345072,36.46961752,신관동,음식점,치킨,4,2
왕촌명가,127.1671382,36.4475554,옥룡동,음식점,전문음식점,3,1
왕촌어버이의집,127.170921,36.42323413,옥룡동,사회시설,사회복지시설,3,1
왕축밤상회,127.1228138,36.46356258,웅진동,음식료,농수축산물점,6,2
왕흥교회,127.1861698,36.40623616,계룡면,종교,교회시설,3,1
외가집,127.1477833,36.51902862,의당면,음식점,한식,3,1
요룡저수지,127.1397562,36.52980512,의당면,관광명소,저수지,10,3
욜로낚시터식당,127.1318416,36.37407284,계룡면,레저/스포츠,낚시,6,2
용궁칼국수샤브샤브,127.1338684,36.47089515,신관동,음식점,한식,3,1
용봉농원,127.0234787,36.44913609,우성면,농/어업,농장/농원,4,2
용봉보건진료소,127.0211009,36.44153673,우성면,의료시설,보건소/지소,3,1
용인백암순대국/공주유구점,126.9511466,36.55254658,유구읍,음식점,한식,3,1
용짬뽕/[중식],126.9536337,36.55024616,유구읍,음식점,중식,3,1
우금티전적알림터,127.1122883,36.43362407,금학동,문화생활시설,전시장,3,1
우리동네사진관가야,127.1250915,36.45889646,웅진동,생활서비스,사진관,11,3
우리들약국,127.1327018,36.46903424,신관동,기타의료시설,약국,3,1
우리면옥,127.1205363,36.45628562,중학동,음식점,한식,6,2
우리이비인후과의원,127.1420065,36.47414482,신관동,의료시설,의원,28,4
우림한의원,127.1230639,36.4588409,웅진동,의료시설,한의원,3,1
우먼패키지,127.1464073,36.50295703,의당면,업종별기업,제조업,19,4
우미참치,127.134035,36.46992304,신관동,음식점,전문음식점,10,3
우성관/[중식],127.0512368,36.4702003,우성면,음식점,중식,88,5
우성낚시캠핑장,127.0863848,36.47306886,우성면,레저/스포츠,낚시,24,4
우성해물칼국수,127.089521,36.47636391,우성면,음식점,한식,7,3
우시장국밥,127.1341183,36.46958974,신관동,음식점,한식,107,5
우주농원,127.1292846,36.56741188,정안면,농/어업,농장/농원,102,5
우주카츠,127.1393956,36.47342267,신관동,음식점,전문음식점,13,3
우즈베이커리/공주점,127.0936776,36.45884073,우성면,음식점,제과점,408,5
우진레미콘,127.2611354,36.40759755,반포면,업종별기업,건설업,25,4
우케타,127.1344853,36.47228246,신관동,음식점,일식,3,1
우탕가마,127.1396178,36.47872762,월송동,음식점,한식,3,1
운광설렁탕,127.1317407,36.45603046,옥룡동,음식점,한식,13,3
웅비탑,127.1105998,36.47065677,웅진동,관광명소,탑,15,3
웅진계량소,127.1333683,36.47917198,월송동,업종별기업,업종별기업기타,3,1
웅진문구상사,127.135299,36.4729491,신관동,문화용품,문구/화방,3,1
웅진백제역사관,127.1126759,36.46047954,웅진동,문화생활시설,박물관/기념관,9,3
웅진식당,127.1333684,36.46903424,신관동,음식점,한식,4,2
웅진식품/유구공장,126.9663548,36.55182938,유구읍,업종별기업,음식료업,32,4
원가네햇촌농원,127.0228026,36.47747807,사곡면,농/어업,농장/농원,46,4
원가네햇촌농원,127.0230112,36.47767629,사곡면,농/어업,농장/농원,20,4
원더팜,127.0584014,36.63418161,정안면,여행/레저기타,여행/레저기타,15,3
원마트,127.1077091,36.45579124,웅진동,슈퍼/마트,슈퍼/마트 기타,37,4
원조설악추어탕,127.1228824,36.4637597,웅진동,음식점,한식,3,1
원진노기순청국장,127.122873,36.46563257,웅진동,음식점,한식,75,5
월곡저수지,127.1520606,36.53960963,의당면,관광명소,저수지,3,1
월드무인텔,127.2514144,36.36721321,반포면,숙박,모텔/여관,3,1
월미농공단지,127.1020655,36.48986502,월미동,산업시설,농공단지,16,4
월미침례교회,127.1088704,36.49258697,신관동,종교,교회시설,3,1
월송석산,127.1613659,36.47108973,월송동,업종별기업,업종별기업기타,4,2
유가네칼국수,127.1281028,36.4423246,금학동,음식점,한식,401,5
유가네칼국수/공주반포직영점,127.2204445,36.41387438,반포면,음식점,한식,47,4
유계리마을회관,127.1638931,36.51505695,의당면,사회시설,회관,6,2
유계저수지,127.1639763,36.52602792,의당면,관광명소,저수지,7,3
유구색동수국정원,126.9543836,36.55546779,유구읍,관광명소,공원,118,5
유구색동수국정원공영주차장,126.9515228,36.55116271,유구읍,자동차시설,주차장,14,3
유구시생인견,126.9466898,36.55602323,유구읍,업종별기업,섬유의복,3,1
유구시장,126.9517727,36.55319025,유구읍,시장,재래시장,145,5
유구전통시장광장공영주차장,126.951889,36.55328432,유구읍,자동차시설,주차장,23,4
유구정육식당,126.9515388,36.55334709,유구읍,음식점,한식,3,1
유구천,126.9616051,36.55996731,유구읍,관광명소,관광명소기타,3,1
유구터미널공영주차장,126.9535782,36.550635,유구읍,자동차시설,주차장,9,3
유구핑크뮬리정원,126.956107,36.549649,유구읍,관광명소,관광명소기타,454,5
유나인버거조인트,126.9516201,36.55259136,유구읍,음식점,패스트푸드,3,1
유룡복지회관,127.0474305,36.5957415,사곡면,사회시설,회관,3,1
유성복집/동학사점,127.2535531,36.36399136,반포면,음식점,전문음식점,4,2
유천냉면/공주점,127.1225083,36.46436805,웅진동,음식점,한식,9,3
유하리마을회관,126.994243,36.34576972,탄천면,사회시설,회관,3,1
으뜸플러스안경/충남공주점,127.1353233,36.47292905,신관동,가방/액세서리,안경,3,1
은개골역사공원,127.1317575,36.46092405,옥룡동,관광명소,공원,3,1
은구비앤로스팅팩토리,127.1668379,36.43798243,옥룡동,카페,카페기타,241,5
은성불고기,127.1524222,36.48108854,월송동,음식점,한식,47,4
은성장어가/공주점,127.1899801,36.44224951,옥룡동,음식점,전문음식점,6,2
은적펜션,127.0040365,36.5955363,유구읍,숙박,펜션,3,1
을지가정의학과의원,127.1459783,36.47697786,신관동,의료시설,의원,12,3
의정부부대찌개,127.1251588,36.45444149,중학동,음식점,전문음식점,6,2
이가네한우정육식당,127.1491169,36.47964424,월송동,음식점,한식,27,4
이기에스프레스,127.110504,36.4582453,웅진동,카페,카페기타,3,1
이누인,127.2630711,36.36643612,반포면,카페,이색카페,3,1
이대주바지락소고기샤브샤브칼국수,127.1216166,36.45888569,웅진동,음식점,한식,13,3
이디야커피/공주신관점,127.1415899,36.47295051,신관동,카페,커피전문점,3,1
이디야커피/공주월송동점,127.1529222,36.47586691,월송동,카페,커피전문점,13,3
이디야커피/공주중동점,127.1255359,36.45631343,중학동,카페,커피전문점,3,1
이디야커피/동학사점,127.2375546,36.3582697,반포면,카페,커피전문점,3,1
이마트24/공주공산성점,127.1227305,36.46389588,웅진동,대형유통점,편의점,4,2
이뭐꼬,127.2513175,36.360618,반포면,음식점,한식,29,4
이미정갤러리,127.1226195,36.45250829,중학동,문화생활시설,화랑/전시관,3,1
이범식이비인후과의원,127.1408121,36.47404759,신관동,의료시설,의원,15,3
이범식이비인후과의원,127.1408122,36.47403372,신관동,의료시설,의원,16,4
이비가짬뽕/공주점 [중식],127.1405344,36.4768945,신관동,음식점,중식,24,4
이삭토스트/공주대점,127.1379235,36.47070075,신관동,음식점,패스트푸드,6,2
이선헤어,127.1330906,36.47622787,신관동,생활서비스,미용실,3,1
이소도예,127.2152785,36.3899604,반포면,업종별기업,비금속 광물,6,2
이안숲속,127.2002795,36.42195667,반포면,관광명소,동식물원,51,4
이인휴게소/천안방향 [천안논산선],127.0696263,36.35274574,이인면,교통시설,고속도로휴게소,22,4
이지워시셀프빨래방/신관점,127.1328962,36.47539463,신관동,생활서비스,세탁소,9,3
이화가든,127.1613391,36.36515736,계룡면,음식점,한식,9,3
이화원/[중식],127.1430341,36.48000527,월송동,음식점,중식,9,3
인물스튜디오,127.1349516,36.4729227,신관동,생활서비스,사진관,9,3
인생초밥집,127.1374513,36.47345043,신관동,음식점,일식,3,1
인정식당,127.1393259,36.50350575,의당면,음식점,한식,3,1
인향펜션,127.2493591,36.35843642,반포면,숙박,펜션,4,2
일등약국,127.1411732,36.47408927,신관동,기타의료시설,약국,54,5
일락농장,127.1149784,36.44745217,웅진동,농/어업,농장/농원,3,1
일월관광농원,127.0412386,36.3645734,이인면,레저/스포츠,관광농원,4,2
임립미술관,127.1398407,36.3961537,계룡면,문화생활시설,미술관,95,5
임성욱비뇨기과의원,127.137118,36.47433922,신관동,의료시설,의원,3,1
자담치킨/공주신관점,127.1344239,36.47183949,신관동,음식점,치킨,3,1
자연골농원,127.1381176,36.51425133,의당면,음식점,한식,50,4
자연과환경,127.0459597,36.4469807,우성면,업종별기업,업종별기업기타,3,1
자연농원낚시터,127.1200073,36.60318552,정안면,레저/스포츠,낚시,138,5
자연농장,127.2623579,36.36715772,반포면,음식점,한식,18,4
자연속으로펜션&찻집,127.162089,36.36943465,계룡면,숙박,펜션,3,1
장가네밤짜장,127.2511919,36.39793193,반포면,음식점,중식,5,2
장군봉공영주차장,127.2542777,36.36572213,반포면,자동차시설,주차장,12,3
장금이네,126.9510261,36.5488062,유구읍,음식점,한식,6,2
장내과의원,127.1241392,36.45992232,웅진동,의료시설,의원,4,2
장수숯불갈비,127.1377846,36.47758885,월송동,음식점,한식,6,2
장수해물보쌈손칼국수,127.1213127,36.61132348,정안면,음식점,한식,3,1
장순루,127.1428963,36.35932458,계룡면,음식점,중식,126,5
장순루/[중식],127.1241226,36.45488699,중학동,음식점,중식,35,4
장승마을카라반,127.021872,36.557612,사곡면,레저/스포츠,캠프장,10,3
장원보건진료소,127.1263403,36.57746627,정안면,의료시설,보건소/지소,3,1
장자본가,127.2533309,36.36426911,반포면,음식점,한식,6,2
장자집국밥,127.2514422,36.36499124,반포면,음식점,한식,3,1
장풍짜장/[중식],127.05307,36.46958927,우성면,음식점,중식,3,1
장풍짜장/[중식],127.1219251,36.45842428,웅진동,음식점,중식,31,4
저스트스테이호텔/공주신관점,127.1321741,36.46939531,신관동,숙박,호텔,24,4
전원일기,127.1586518,36.48125609,월송동,음식점,한식,16,4
전자랜드프라이스킹/공주점,127.1321463,36.47081181,신관동,대형유통점,전자제품판매,3,1
전주옥/공주점,127.1317369,36.47084871,신관동,음식점,한식,13,3
전통궁중칼국수,127.1569367,36.4556619,월송동,음식점,한식,777,5
전통옛터국밥,127.2517881,36.36368345,반포면,음식점,한식,16,4
정겨운감나무집,127.1252611,36.45619031,중학동,음식점,한식,12,3
정관장/충청공주점,127.1243694,36.45270272,중학동,음식료,건강식품,3,1
정관장/충청신관점,127.1335628,36.47233942,신관동,음식료,건강식품,10,3
정다운신경과의원,127.1246193,36.458091,웅진동,의료시설,의원,3,1
정다운아지트,127.2361377,36.40176474,반포면,음식점,세계요리,51,4
정담치과의원,127.1522833,36.47517254,월송동,의료시설,의원,3,1
정담펜션,127.2513031,36.38457234,반포면,숙박,펜션,4,2
정돈가,127.145399,36.47270533,신관동,음식점,한식,7,3
정문약국,127.1243138,36.45248052,중학동,기타의료시설,약국,3,1
정안골양푼이동태찌개,127.1226381,36.61086856,정안면,음식점,한식,8,3
정안글램핑,127.1234863,36.61071912,정안면,레저/스포츠,캠프장,44,4
정안농공단지,127.1252567,36.62035025,정안면,산업시설,농공단지,3,1
정안농협산지유통센터,127.1182577,36.5703837,정안면,음식료,농수축산물점,3,1
정안보건지소,127.1201128,36.60872524,정안면,의료시설,보건소/지소,3,1
정안알밤농원,127.1159247,36.55602421,정안면,농/어업,농장/농원,3,1
정안알밤휴게소/순천방향 [천안논산선],127.1121472,36.57118913,정안면,교통시설,고속도로휴게소,436,5
정안알밤휴게소/천안방향 [천안논산선],127.1151591,36.56970386,정안면,교통시설,고속도로휴게소,333,5
정안일품축산,127.1213404,36.61076799,정안면,음식료,정육점,3,1
정안천생태공원,127.1346734,36.49105518,의당면,관광명소,공원,54,5
정원엔지니어링,127.1080925,36.50908508,우성면,업종별기업,건설업,6,2
정호산업,127.0946773,36.48267135,우성면,업종별기업,비금속 광물,3,1
제민천1길노상공영주차장,127.1223417,36.4572022,웅진동,자동차시설,주차장,34,4
제이팜스/제2공장,127.0755971,36.314246,탄천면,업종별기업,제조업,9,3
제일농장식당,127.1455895,36.47814439,월송동,음식점,한식,6,2
제일행복한교회,127.1641159,36.44534268,옥룡동,종교,교회시설,3,1
제임스아르더/1호점,127.1375902,36.47147843,신관동,생활서비스,미용실,15,3
제주유기농쌈밥촌/유구점,126.9511071,36.54661654,유구읍,음식점,한식,12,3
조가네연탄불생고기,127.1311133,36.47120582,신관동,음식점,한식,10,3
조마루감자탕/공주점,127.1430897,36.47489474,신관동,음식점,한식,33,4
조선갈비,127.1364514,36.47189505,신관동,음식점,한식,3,1
조으다헤어/공주점,127.1378402,36.47372818,신관동,생활서비스,미용실,3,1
조은산업개발,127.1198977,36.43689894,금학동,업종별기업,건설업,9,3
족발신선생/공주점,127.1371444,36.47256976,신관동,음식점,전문음식점,15,3
족발야시장/공주신관점,127.1368346,36.47293822,신관동,음식점,전문음식점,3,1
종로약국,127.1465339,36.47395043,신관동,기타의료시설,약국,3,1
좋은날,127.1268413,36.45450809,중학동,음식점,한식,3,1
좌표집,127.1439229,36.47806105,신관동,음식점,한식,4,2
