목적지명_통합,목적지X좌표,목적지Y좌표,방문건수,표시용행정구역,festival_period,is_weekend,요일
CU/월평무지개점,127.376371232382,36.3585827044067,1.0,대전광역시 서구,전체기간,0,Tuesday
CU/율량빙그레점,127.491577094108,36.6703898571927,1.0,충청북도 청주시 청원구,전체기간,1,Saturday
CU/익산낭산점,127.031457128667,36.0750767256234,1.0,전라북도 익산시,전체기간,1,Sunday
CU/전농크레시티점,127.052904348554,37.578323588351,1.0,서울특별시 동대문구,전체기간,1,Saturday
CU/조치원욱일점,127.2927363836,36.6036794324695,1.0,세종특별자치시,전체기간,0,Thursday
CU/천안천아이유쉘점,127.15006497701964,36.81804466973053,1.0,충청남도 천안시 동남구,전체기간,0,Monday
CU/청주동남우미린점,127.50778148481982,36.60223088247067,1.0,충청북도 청주시 상당구,전체기간,0,Friday
CU/청주성모병원정문점,127.484963523222,36.6717758657947,1.0,충청북도 청주시 청원구,전체기간,0,Friday
CU/평택트리플AB점,127.056442311167,37.0793375557577,1.0,경기도 평택시,전체기간,1,Saturday
CU/호성주공점,127.14979326007,35.8585207420107,1.0,전라북도 전주시 덕진구,전체기간,1,Saturday
DB프로미농구교실/대전점,127.308700044203,36.3411568860993,1.0,대전광역시 유성구,전체기간,0,Tuesday
EJ파크랜드,127.103102665721,36.8026973800083,1.0,충청남도 천안시 서북구,전체기간,0,Thursday
FKI타워,126.9199088572114,37.52218149105799,1.0,서울특별시 영등포구,전체기간,0,Wednesday
G7모텔,127.159760851182,36.8180392476555,1.0,충청남도 천안시 동남구,전체기간,1,Saturday
G7무인텔,127.251136629687,36.36718543044,4.0,반포면,전체기간,0,Friday
GDR아카데미/세종나성점,127.25816975305,36.4910400761104,1.0,세종특별자치시,전체기간,1,Saturday
GDR아카데미/세종대평점,127.27559176809083,36.472582340435295,2.0,세종특별자치시,전체기간,1,Sunday
GDR아카데미/세종아름점,127.242556015122,36.5110190194129,1.0,세종특별자치시,전체기간,0,Friday
GE삼성전기조명,127.132590698502,36.4698119286807,2.0,신관동,전체기간,0,Monday
GS25/갑천트리풀점,127.34961073481637,36.321025422626086,1.0,대전광역시 서구,전체기간,1,Sunday
GS25/검상공단,127.07509616753656,36.43034387460129,1.0,금학동,전체기간,1,Saturday
GS25/계룡공단점,127.27836384523005,36.25999225094618,1.0,충청남도 계룡시,전체기간,0,Friday
GS25/공주공산성점,127.123156402353,36.4655916560134,2.0,웅진동,전체기간,1,Saturday
GS25/공주교대점,127.12036980044,36.4433148796994,1.0,금학동,전체기간,0,Thursday
GS25/공주금강점,127.1297837641145,36.4734002290203,3.0,신관동,전체기간,1,Saturday
GS25/공주금성점,127.121395646433,36.4626006971759,4.0,웅진동,전체기간,0,Monday
GS25/공주대신관점,127.13946827732168,36.46961722509722,1.0,신관동,전체기간,0,Monday
GS25/공주대타운점,127.137940110117,36.4704751050864,2.0,신관동,전체기간,1,Sunday
GS25/공주우남점,127.139367790898,36.4789775892989,1.0,신관동,전체기간,0,Tuesday
GS25/공주우성점,127.05078639756088,36.470239873074426,3.0,우성면,전체기간,1,Saturday
GS25/공주웅진점,127.108222278206,36.4563016164819,3.0,웅진동,전체기간,1,Saturday
GS25/공주의당점,127.147033668425,36.490865166754,5.0,월송동,전체기간,0,Friday
GS25/공주장승마을점,127.021544255583,36.557717915449,8.0,사곡면,전체기간,1,Saturday
GS25/공주정안점,127.12181260784,36.611434584761,3.0,정안면,전체기간,0,Monday
GS25/공주중앙점,127.12290543096069,36.45643879626306,2.0,중학동,전체기간,1,Saturday
GS25/공주청룡점,127.13988298860104,36.49922164333679,3.0,의당면,전체기간,0,Tuesday
GS25/공주코아루점,127.13069572689268,36.471943140716256,3.0,신관동,전체기간,0,Thursday
GS25/군산임피점,126.851199791621,35.9845303960813,1.0,전라북도 군산시,전체기간,0,Friday
GS25/내동굿모닝점,127.383213340667,36.3306389271715,1.0,대전광역시 서구,전체기간,1,Sunday
GS25/뉴괴정한신점,127.383790955388,36.3412241015667,1.0,대전광역시 서구,전체기간,1,Saturday
GS25/뉴양산혜인점,129.15503671013553,35.38458424234932,1.0,경상남도 양산시,전체기간,1,Saturday
GS25/대전큰마을점,127.3746465636986,36.34626816337572,1.0,대전광역시 서구,전체기간,1,Saturday
GS25/대천항점,126.509680291979,36.3255145615968,1.0,충청남도 보령시,전체기간,1,Saturday
GS25/도안11단지점,127.343952391686,36.3400188662454,1.0,대전광역시 유성구,전체기간,1,Sunday
GS25/동학사점,127.2377844505806,36.3580809492478,2.0,반포면,전체기간,0,Thursday
GS25/마곡10단지점,126.81902563413702,37.56015070429228,1.0,서울특별시 강서구,전체기간,0,Thursday
GS25/무주덕유산점,127.776667318452,35.8992834069179,1.0,전라북도 무주군,전체기간,1,Saturday
GS25/반포2점,127.0206943758726,37.504482281498575,1.0,서울특별시 서초구,전체기간,1,Saturday
GS25/방서자이점,127.50101930140576,36.60112317402065,1.0,충청북도 청주시 상당구,전체기간,1,Saturday
GS25/버드내본점,127.393291456296,36.3192873892137,1.0,대전광역시 중구,전체기간,1,Saturday
GS25/비전휴먼시아점,127.09796220180544,37.00508352554548,1.0,경기도 평택시,전체기간,1,Saturday
GS25/성정5단지점,127.137362767853,36.8153206478473,1.0,충청남도 천안시 서북구,전체기간,1,Sunday
GS25/세종KT&G점,127.256325754235,36.4990823666024,1.0,세종특별자치시,전체기간,1,Sunday
GS25/신도림비즈점,126.89166152290304,37.50218730704493,1.0,서울특별시 영등포구,전체기간,0,Monday
GS25/신창코아루점,126.948753895954,36.7835291960917,1.0,충청남도 아산시,전체기간,0,Monday
GS25/용화빌리지점,127.009212213532,36.7754046031375,1.0,충청남도 아산시,전체기간,0,Thursday
GS25/월송2단지점,127.155921876518,36.4785332923063,8.0,월송동,전체기간,0,Tuesday
GS25/장대이수점,127.33947851274704,36.36248445954812,1.0,대전광역시 유성구,전체기간,0,Friday
GS25/주공명성점,127.145481143194,36.4726631831443,1.0,월송동,전체기간,0,Wednesday
GS25/중부대학사점,127.460246155276,36.1942881211877,1.0,충청남도 금산군,전체기간,1,Sunday
GS25/천안역점,127.148311630659,36.8091006505297,1.0,충청남도 천안시 동남구,전체기간,0,Thursday
GS25/천안오성점,127.132582076775,36.8324435307604,1.0,충청남도 천안시 서북구,전체기간,1,Saturday
GS25/청당센터점,127.16028211334748,36.78420991464244,1.0,충청남도 천안시 동남구,전체기간,1,Sunday
GS25/청양읍내점,126.802110465423,36.4471173238308,1.0,충청남도 청양군,전체기간,0,Monday
GS25/청양타운점,126.803823131561,36.4509086459789,1.0,충청남도 청양군,전체기간,0,Tuesday
GS더프레시/공주신관점,127.14461736103752,36.47478365394902,14.0,월송동,전체기간,0,Monday
GS더프레시/공주점,127.13417401836,36.455535788487,40.0,옥룡동,전체기간,1,Saturday
GS더프레시/대전도마점,127.37088905271088,36.32698838133663,1.0,대전광역시 서구,전체기간,0,Monday
GS더프레시/세종다정점,127.24458081063035,36.4963927392292,1.0,세종특별자치시,전체기간,0,Wednesday
GS더프레시/청주점,127.47210603738456,36.61592968320832,1.0,충청북도 청주시 서원구,전체기간,1,Saturday
HSBC빌딩,126.973031354796,37.5601574812067,2.0,서울특별시 중구,전체기간,1,Saturday
ICC호텔,127.392824322163,36.377061445626,2.0,대전광역시 유성구,전체기간,1,Saturday
J1주차타워,127.187204183064,37.2310963047589,1.0,경기도 용인시 처인구,전체기간,1,Saturday
JJ오토캠핑장,126.96521647937055,36.60282441534821,27.0,유구읍,전체기간,0,Wednesday
JYP엔터테인먼트,127.1291218554006,37.52403016967309,1.0,서울특별시 송파구,전체기간,0,Tuesday
K-water/금강보관리단,126.940651195334,36.3171439932856,1.0,충청남도 부여군,전체기간,1,Sunday
KCC/전주1공장,127.118436381912,35.9425736994939,1.0,전라북도 완주군,전체기간,0,Thursday
KDI국제정책대학원,127.309843953066,36.4812278440347,4.0,세종특별자치시,전체기간,0,Wednesday
KFC/세종이마트점,127.2513648668005,36.47090109477213,4.0,세종특별자치시,전체기간,1,Sunday
KFC/유성온천점,127.34125234237348,36.35431926756466,2.0,대전광역시 유성구,전체기간,0,Wednesday
KT&G세종타워,127.258850644949,36.501131550006,2.0,세종특별자치시,전체기간,0,Wednesday
KT/공주지점,127.14986688221416,36.476061316656335,3.0,월송동,전체기간,0,Tuesday
LF몰스토어/대전점,127.38945368457118,36.34920461534966,1.0,대전광역시 서구,전체기간,0,Friday
LG유플러스/대천동 명문당사거리점,126.596862629937,36.3501081722024,1.0,충청남도 보령시,전체기간,1,Sunday
LG유플러스/엄사면 엄사네거리점,127.24155454114285,36.28873279393946,1.0,충청남도 계룡시,전체기간,0,Friday
LG전자베스트샵/공주점,127.13328297171762,36.47110153996519,5.0,신관동,전체기간,1,Saturday
LG전자베스트샵/둔산중앙본점,127.37970058289277,36.35244328499254,1.0,대전광역시 서구,전체기간,0,Wednesday
LG전자베스트샵/세종본점,127.25678353795762,36.49169190040468,3.0,세종특별자치시,전체기간,1,Sunday
LG전자베스트샵/아산본점,127.020969978872,36.7773999855292,1.0,충청남도 아산시,전체기간,0,Monday
LG전자베스트샵/용암점,127.516696156024,36.618706690461,1.0,충청북도 청주시 상당구,전체기간,0,Wednesday
LIG정밀기술,127.337034204327,36.3816629333738,1.0,대전광역시 유성구,전체기간,0,Tuesday
MNH엔터테인먼트,127.02999892927198,37.51889815592439,2.0,서울특별시 강남구,전체기간,1,Saturday
MTO피트니스/천안점,127.160339875985,36.818375483115,1.0,충청남도 천안시 동남구,전체기간,0,Friday
N7호텔,127.43734988986704,36.35261657552268,1.0,대전광역시 동구,전체기간,1,Saturday
NC백화점/순천점,127.52094732277348,34.97242979949698,1.0,전라남도 순천시,전체기간,1,Saturday
OCI스페셜티/공주공장,127.060043107885,36.2983310533736,2.0,탄천면,전체기간,0,Tuesday
OK무인텔,127.132201854903,36.4686176182057,4.0,신관동,전체기간,0,Monday
PC토랑/충남대점,127.34470360802648,36.36084468208205,1.0,대전광역시 유성구,전체기간,1,Saturday
PROVIDENCE,127.251858844365,36.360880597064,18.0,반포면,전체기간,1,Sunday
SG삼성조은병원,127.109183382536,36.8188786047386,4.0,충청남도 천안시 서북구,전체기간,0,Thursday
SG스크린골프/관평점,127.39203568889526,36.42573876478802,1.0,대전광역시 유성구,전체기간,0,Monday
SK바이오텍/세종공장,127.330862875694,36.5461949254423,1.0,세종특별자치시,전체기간,1,Saturday
SK하이닉스/문화센터,127.425578966622,36.6510498895361,1.0,충청북도 청주시 흥덕구,전체기간,1,Sunday
SPC삼립/세종공장,127.276155085191,36.4177749789043,1.0,세종특별자치시,전체기간,1,Saturday
SR파크원,128.906657710707,35.0935661703954,1.0,부산광역시 강서구,전체기간,1,Sunday
SUBWAY/공주신관점,127.14136766354504,36.4733115806733,15.0,신관동,전체기간,0,Wednesday
THEJAJA,127.25271981686,36.367796481274,4.0,반포면,전체기간,1,Saturday
TJB대전방송,127.394094793801,36.3753017807971,2.0,대전광역시 대덕구,전체기간,0,Monday
TLS시스템,127.20797023723529,37.186413780939695,1.0,경기도 용인시 처인구,전체기간,1,Sunday
W병원,128.544967362702,35.8526419786843,1.0,대구광역시 달서구,전체기간,0,Friday
X스크린골프,126.78199696214894,36.9410422512352,1.0,충청남도 당진시,전체기간,0,Thursday
YBM연수원,126.9789949764472,37.19527879340388,1.0,경기도 화성시,전체기간,0,Friday
YS타워,126.882191219967,37.4718863662873,1.0,서울특별시 금천구,전체기간,0,Thursday
YTN뉴스퀘어,126.892270276705,37.5790395171145,1.0,서울특별시 마포구,전체기간,0,Friday
Y진아헤어,127.42471625006712,36.3298191668043,1.0,대전광역시 중구,전체기간,1,Saturday
가가책방,127.121933519941,36.451996150344,2.0,중학동,전체기간,0,Thursday
가경터미널시장,127.43443740395,36.6273506410659,1.0,충청북도 청주시 흥덕구,전체기간,1,Sunday
가교리1구마을회관,127.029043749266,36.5394144940337,1.0,사곡면,전체기간,0,Friday
가나잔치,127.119119954913,36.4384543156107,3.0,금학동,전체기간,0,Tuesday
가덕생활체육공원,127.550109039542,36.5477784840311,1.0,충청북도 청주시 상당구,전체기간,1,Saturday
가덕성결교회,126.759564411961,36.1931218593415,1.0,충청남도 부여군,전체기간,1,Saturday
가든이화,127.047292643658,36.4806157568609,1.0,우성면,전체기간,1,Sunday
가마1구마을회관,127.458277563191,36.6001156082535,1.0,충청북도 청주시 서원구,전체기간,1,Sunday
가마로강정/지제동삭점,127.08947377024842,37.01639968866274,1.0,경기도 평택시,전체기간,0,Thursday
가마솥국밥보쌈/공주중동점,127.12368604020072,36.45375735814174,9.0,중학동,전체기간,0,Friday
가마솥보은순대,127.366754945161,36.3398104811004,1.0,대전광역시 서구,전체기간,0,Tuesday
가마치통닭/공주신관점,127.1380993376518,36.472985674373234,3.0,신관동,전체기간,0,Thursday
가마치통닭/광양우림점,127.710476985755,34.9400363897714,1.0,nan nan,전체기간,1,Sunday
가마치통닭/대전목원대점,127.34071827379894,36.3304413942708,1.0,대전광역시 서구,전체기간,0,Monday
가마치통닭/분평점,127.4875574093758,36.60838897115653,1.0,충청북도 청주시 서원구,전체기간,1,Saturday
가마치통닭/유구읍내점,126.952508502021,36.5514331828036,2.0,유구읍,전체기간,0,Tuesday
가마치통닭/전주우아점,127.155741830843,35.8506073732314,1.0,전라북도 전주시 덕진구,전체기간,0,Thursday
가마치통닭/청양읍내점,126.803319423521,36.451157439564,1.0,충청남도 청양군,전체기간,0,Thursday
가마치통닭/탕정본점,127.06635333900851,36.79811797366861,1.0,충청남도 아산시,전체기간,0,Tuesday
가배서림,127.284784765064,36.42132333164,1.0,세종특별자치시,전체기간,0,Monday
가보테크,127.340940433521,35.3646072790799,1.0,전라북도 남원시,전체기간,0,Monday
가송교회,127.14306102651,36.7311388755271,2.0,충청남도 천안시 동남구,전체기간,0,Friday
가수원도서관,127.348785786719,36.3018308583459,1.0,대전광역시 서구,전체기간,0,Friday
가야산당,128.14687710350458,35.84502681531275,1.0,경상북도 성주군,전체기간,0,Wednesday
가양산부인과의원,127.44625153622196,36.34544096693261,1.0,대전광역시 동구,전체기간,0,Wednesday
가오근린공원,127.459647719125,36.3032872425242,1.0,대전광역시 동구,전체기간,1,Sunday
가온비즈타워,127.407261862852,36.3666424242873,1.0,대전광역시 대덕구,전체기간,0,Monday
가온플랫폼,127.391224062952,36.4353297964845,1.0,대전광역시 유성구,전체기간,1,Sunday
가인미가/천호길동역점,127.1394704576423,37.53792624922197,1.0,서울특별시 강동구,전체기간,0,Thursday
가장맛있는족발/공주점,127.13642193234897,36.47259566188321,4.0,신관동,전체기간,0,Friday
가장맛있는족발/세종도담점,127.25769788868544,36.51502173564568,1.0,세종특별자치시,전체기간,1,Sunday
가장맛있는족발/정읍점,126.85669791397726,35.580380038781854,1.0,전라북도 정읍시,전체기간,1,Saturday
가장맛있는족발/천안쌍용점,127.1299633858108,36.80457060481911,1.0,충청남도 천안시 동남구,전체기간,1,Saturday
가정열쇠,126.802198391262,36.4511474767354,1.0,충청남도 청양군,전체기간,0,Friday
가정철물모타,127.503017096396,36.6268573652592,1.0,충청북도 청주시 상당구,전체기간,1,Saturday
가족관광농원,127.06148426249086,36.63402685754011,1.0,정안면,전체기간,0,Monday
가톨릭꽃동네대학교,127.40090319121768,36.52239161047637,2.0,충청북도 청주시 서원구,전체기간,0,Monday
가톨릭병원,127.39037018716,36.3364157428369,1.0,대전광역시 서구,전체기간,0,Tuesday
가화,127.252803188447,36.362713727213,3.0,반포면,전체기간,1,Saturday
가희양꼬치/신불당점,127.107331025013,36.8118804684752,1.0,충청남도 천안시 서북구,전체기간,0,Wednesday
각시한우,127.321092106787,36.3674349711651,1.0,대전광역시 유성구,전체기간,0,Wednesday
간곡서원,126.908670432711,36.1824707704986,1.0,충청남도 부여군,전체기간,0,Thursday
간월암,126.4111447264299,36.60374122990293,1.0,nan nan,전체기간,1,Saturday
갈릴리수양관,127.09253448205544,36.60561915472721,16.0,정안면,전체기간,0,Monday
갈마그랜드프라자,127.36814249100244,36.34352176626252,1.0,대전광역시 서구,전체기간,1,Saturday
갈마도서관,127.365699748715,36.34092756932,2.0,대전광역시 서구,전체기간,0,Thursday
갈마동성당,127.367439254922,36.3507991231566,2.0,대전광역시 서구,전체기간,0,Thursday
갈미추어탕,127.314438800085,36.3943039953123,1.0,대전광역시 유성구,전체기간,0,Thursday
갈비도락/미사본점,127.20907471589229,37.55486499734464,1.0,경기도 하남시,전체기간,0,Thursday
갈비만/세종점,127.24111599130836,36.51175547821664,2.0,세종특별자치시,전체기간,1,Saturday
감나무집/동학사점,127.2518409724039,36.36517013187924,8.0,반포면,전체기간,1,Sunday
감성낙곱새/세종점,127.249381552285,36.4940424980332,1.0,세종특별자치시,전체기간,0,Wednesday
감성커피/공주대점,127.1378729995223,36.4731464695713,8.0,신관동,전체기간,0,Wednesday
감성커피/세종다정점,127.24927416253824,36.49396612412422,1.0,세종특별자치시,전체기간,0,Thursday
감자바위골식당,127.43837726632736,36.31508245637031,1.0,대전광역시 중구,전체기간,1,Sunday
감탄돼지,127.393310556294,36.4227021571594,1.0,대전광역시 유성구,전체기간,1,Sunday
감탄떡볶이/공주신관점,127.14659420605548,36.473585511625,1.0,월송동,전체기간,0,Monday
갑동사제관,127.29403498937197,36.36147305812069,1.0,대전광역시 유성구,전체기간,1,Sunday
갑동숯불민물장어,127.28969146649406,36.36136921879326,2.0,대전광역시 유성구,전체기간,1,Saturday
갑부농원,127.273165016316,36.6002366853342,1.0,세종특별자치시,전체기간,0,Friday
갑사,127.18764228867,36.3653519343217,128.0,계룡면,전체기간,0,Thursday
갑사가는길,127.203001464461,36.4290392119245,3.0,반포면,전체기간,1,Sunday
갑사식당,127.18015575253386,36.369513141622726,1.0,계룡면,전체기간,0,Friday
갑사한옥민박,127.17878271094833,36.373371276165216,2.0,계룡면,전체기간,1,Saturday
갑천근린공원,127.35453041695634,36.35733739480377,1.0,대전광역시 서구,전체기간,1,Sunday
강가애,127.093872020644,36.45892405673478,4.0,웅진동,전체기간,1,Saturday
강경이모네젓갈,127.015087716383,36.1606341428576,1.0,충청남도 논산시,전체기간,0,Thursday
강경젓갈시장,127.01464319633013,36.16074594802652,2.0,충청남도 논산시,전체기간,1,Saturday
강경해물칼국수,127.015429390544,36.1574582359664,2.0,충청남도 논산시,전체기간,0,Thursday
강길도낙지마을,127.446245781687,36.3623902349513,1.0,대전광역시 대덕구,전체기간,0,Friday
강남아르누보씨티,127.02810367141085,37.49335062075664,1.0,서울특별시 서초구,전체기간,0,Wednesday
강남제비스코/평택공장,126.85135915373306,36.98137926349659,1.0,경기도 평택시,전체기간,0,Friday
강백년문화관,127.168301927939,36.58552383064587,2.0,의당면,전체기간,1,Sunday
강변벚꽃십리길,127.357756388545,36.5083699457994,1.0,세종특별자치시,전체기간,1,Saturday
강변영양탕,127.086762628411,37.0008643654786,1.0,경기도 평택시,전체기간,0,Monday
강북생활문화센터,127.15489139778732,36.47130835064114,1.0,월송동,전체기간,0,Tuesday
강촌,127.624234195871,37.8135804645867,1.0,강원특별자치도 춘천시,전체기간,0,Monday
강풍해장국,126.29209986424031,33.2303191277753,1.0,제주특별자치도 서귀포시,전체기간,1,Sunday
강화족탕,127.04779934863504,36.798516158079984,3.0,충청남도 아산시,전체기간,0,Thursday
개성집/공주점,127.12249297193074,36.46349257071954,30.0,웅진동,전체기간,0,Friday
개태사,127.2292659281,36.2410010381525,2.0,충청남도 논산시,전체기간,1,Saturday
개화예술공원,126.657764607041,36.31214489847584,2.0,충청남도 보령시,전체기간,0,Friday
갤러리메르헨,127.38031702808,36.3850295138262,2.0,대전광역시 유성구,전체기간,0,Friday
갤러리아백화점/센터시티점,127.104711121408,36.8005612401544,8.0,충청남도 천안시 서북구,전체기간,1,Sunday
갤러리아백화점문화센터/센터시티점,127.104738082758,36.8006116787027,1.0,충청남도 천안시 서북구,전체기간,1,Saturday
갤러리아울,127.251247557864,36.3864332389814,21.0,반포면,전체기간,0,Friday
갯벌바지락칼국수,127.3821435644198,36.34055530077272,1.0,대전광역시 서구,전체기간,1,Sunday
거사성가교회,127.212602499201,36.1807523376129,1.0,충청남도 논산시,전체기간,0,Friday
거시기포차,127.361493655967,36.3563504722539,1.0,대전광역시 서구,전체기간,0,Tuesday
건달네식당,127.110394823612,36.499178677533,1.0,우성면,전체기간,0,Tuesday
건양대학교/창의융합캠퍼스,127.1102351886206,36.18219981371871,4.0,충청남도 논산시,전체기간,0,Tuesday
건양대학교병원,127.342630292942,36.3067114406784,17.0,대전광역시 서구,전체기간,0,Monday
건양대학교병원/권역응급의료센터,127.34196795290045,36.306743977270784,4.0,대전광역시 서구,전체기간,0,Monday
건양대학교병원/신관,127.34268342127402,36.30587589201906,1.0,대전광역시 서구,전체기간,1,Saturday
건양대학교병원/암센터,127.343547798827,36.3067232265781,1.0,대전광역시 서구,전체기간,0,Thursday
건양종자농약사,127.218173738979,36.2079081623434,1.0,충청남도 논산시,전체기간,1,Saturday
건일제약/천안공장,127.146669241642,36.8880106140386,1.0,충청남도 천안시 서북구,전체기간,1,Saturday
건축공간연구원,127.2563168190312,36.49908058348726,3.0,세종특별자치시,전체기간,0,Thursday
검단중앙교회,126.674570708081,37.5964904981736,1.0,인천광역시 서구,전체기간,0,Thursday
검상골,127.429125220971,36.361227358247,1.0,대전광역시 동구,전체기간,1,Sunday
검상농공단지,127.073790706602,36.4327880327766,1.0,금학동,전체기간,0,Wednesday
겨리우리피쉬,127.388534980588,36.4292440169771,1.0,대전광역시 유성구,전체기간,1,Saturday
결성보건지소,126.544507297952,36.5263264923876,1.0,충청남도 홍성군,전체기간,0,Monday
경기대학교/수원캠퍼스,127.03514122548546,37.30114907752158,1.0,경기도 수원시 영통구,전체기간,1,Sunday
경기도립안성휴게소의원,127.1324979633412,37.0767729042803,1.0,경기도 안성시,전체기간,0,Friday
경기식당,127.23522544296128,36.357058476644696,6.0,반포면,전체기간,1,Sunday
경남판지,127.226308326247,37.3055692433309,7.0,경기도 용인시 처인구,전체기간,0,Tuesday
경동나비엔/가산공장,126.860460278038,36.8118758732195,1.0,충청남도 아산시,전체기간,0,Tuesday
경동택배/공주신금1영업소,127.146422735456,36.4770611824659,7.0,월송동,전체기간,1,Saturday
경리단길,126.991721972247,37.5397580614249,1.0,서울특별시 용산구,전체기간,0,Friday
경복궁/당산점,126.89488508538956,37.52931041940441,1.0,서울특별시 영등포구,전체기간,1,Sunday
경상국립대학교/GNU스포츠콤플렉스,128.10600123569083,35.15515790109087,1.0,경상남도 진주시,전체기간,0,Tuesday
경선정사,127.23728658082,36.2901724255786,1.0,충청남도 계룡시,전체기간,0,Wednesday
경성스포츠,127.378604570718,36.3366122009216,2.0,대전광역시 서구,전체기간,1,Sunday
경성옥,127.119232760696,36.8378751217495,1.0,충청남도 천안시 서북구,전체기간,0,Thursday
경성일번가/본점,127.3891025192661,36.34758724903666,1.0,대전광역시 서구,전체기간,0,Monday
경하온천호텔,127.34960646669764,36.35571176468928,2.0,대전광역시 서구,전체기간,0,Friday
경희네,127.136090375247,36.4711173557325,2.0,신관동,전체기간,0,Wednesday
계룡대쇼핑타운,127.244708697307,36.2956871508954,22.0,충청남도 계룡시,전체기간,0,Thursday
계룡명태가,127.24585335177284,36.27269007909871,1.0,충청남도 계룡시,전체기간,0,Thursday
계룡문화예술의전당,127.234126963059,36.2728938478149,1.0,충청남도 계룡시,전체기간,1,Saturday
계룡산1박2일펜션,127.241554212816,36.359936199658,2.0,반포면,전체기간,0,Thursday
계룡산갑사오리숲길,127.142321398283,36.3945646072803,1.0,계룡면,전체기간,0,Friday
계룡산갑사유스호스텔,127.17830973172094,36.37132342198908,9.0,계룡면,전체기간,0,Wednesday
계룡산골프장,127.1908198824633,36.40964140486141,6.0,계룡면,전체기간,0,Monday
계룡산공영주차장,127.238582266597,36.358603000702,3.0,반포면,전체기간,0,Friday
계룡산국립공원,127.20216889398792,36.35204797861443,3.0,반포면,전체기간,0,Tuesday
계룡산국립공원/갑사지구,127.18292046388726,36.36785162208931,8.0,계룡면,전체기간,1,Saturday
계룡산국립공원/동학사지구,127.2324161632085,36.35688093842831,7.0,반포면,전체기간,0,Thursday
계룡산국립공원/수통골지구,127.288571765261,36.3453886522964,2.0,대전광역시 유성구,전체기간,1,Sunday
계룡산국립공원/신원사지구,127.18166203284436,36.33343214348832,1.0,충청남도 논산시,전체기간,1,Sunday
계룡산국립공원/천정탐방지원센터,127.2358807624074,36.35894985279271,1.0,반포면,전체기간,1,Saturday
계룡산글램핑/동월숲,127.253414306114,36.355936724677,3.0,반포면,전체기간,1,Saturday
계룡산도예촌,127.216472844121,36.3894326930772,6.0,반포면,전체기간,1,Sunday
계룡산동남가든,127.26835991340675,36.37001497363734,2.0,반포면,전체기간,0,Tuesday
계룡산동학사스타펜션,127.24325179768738,36.36038457248373,2.0,반포면,전체기간,1,Sunday
계룡산동학사펜션,127.24318494178168,36.36029789212338,2.0,반포면,전체기간,1,Sunday
계룡산두부마을,127.246942623955,36.3598251328172,1.0,반포면,전체기간,1,Saturday
계룡산드림펜션,127.255164101279,36.3614361087892,2.0,반포면,전체기간,0,Thursday
계룡산등산로계곡펜션,127.21389015149217,36.38241821181924,1.0,반포면,전체기간,1,Sunday
계룡산마루펜션,127.2190893,36.3900986,6.0,반포면,전체기간,0,Friday
계룡산묵사랑,127.14970494112332,36.4351857266916,5.0,옥룡동,전체기간,0,Monday
계룡산사계절펜션,127.1680102,36.3315563,15.0,계룡면,전체기간,0,Friday
계룡산산내음펜션,127.17214619779315,36.37153444472153,1.0,계룡면,전체기간,1,Saturday
계룡산쉴만한물가펜션,127.2553438,36.36136,1.0,반포면,전체기간,0,Monday
계룡산식당,127.23529251213444,36.35705676868764,1.0,반포면,전체기간,0,Friday
계룡산알밤,127.128174417596,36.4706451412261,4.0,신관동,전체기간,1,Sunday
계룡산연화당,127.188428485749,36.3297817920937,1.0,충청남도 논산시,전체기간,0,Thursday
계룡산온천,127.252525409653,36.3655745109334,3.0,반포면,전체기간,1,Sunday
계룡산의아침,127.23786011874,36.3574642372478,1.0,반포면,전체기간,0,Monday
계룡산자동차야영장,127.2417764352137,36.35771423174882,8.0,반포면,전체기간,0,Thursday
계룡산작은쉼터,127.16197785988426,36.3702401170667,2.0,계룡면,전체기간,1,Saturday
계룡산장추어탕,127.25147681476852,36.36495761958389,3.0,반포면,전체기간,1,Sunday
계룡산제빵소,127.139396690445,36.3525753316874,15.0,계룡면,전체기간,1,Sunday
계룡산채,127.265585605171,36.36687194005,1.0,반포면,전체기간,1,Sunday
계룡산한우곰탕,127.251969948847,36.360519527719,1.0,반포면,전체기간,1,Sunday
계룡산해피투게더펜션,127.251386680798,36.3590196950702,5.0,반포면,전체기간,1,Saturday
계룡산호두파이라벨로,127.249455037124,36.3601352687208,1.0,반포면,전체기간,0,Thursday
계룡산힐링펜션,127.2478955357298,36.36021234929804,3.0,반포면,전체기간,0,Tuesday
계룡스파텔,127.348321815294,36.3556938882431,21.0,대전광역시 서구,전체기간,0,Monday
계룡스포츠센터,127.245704517783,36.2962222159395,1.0,충청남도 계룡시,전체기간,1,Sunday
계룡시민체육관,127.233289934081,36.2698674830596,1.0,충청남도 계룡시,전체기간,1,Sunday
계룡웰빙클럽,127.232322908812,36.2890502805564,1.0,충청남도 계룡시,전체기간,1,Sunday
계룡입암리유적공원,127.27056141840052,36.24940221919193,1.0,충청남도 계룡시,전체기간,0,Monday
계룡장로교회,127.241740697299,36.2848464946217,1.0,충청남도 계룡시,전체기간,1,Saturday
계룡장수요양병원,127.217344869914,36.2861081258151,1.0,충청남도 계룡시,전체기간,1,Sunday
계룡저수지,127.1538675769242,36.35815811293434,9.0,계룡면,전체기간,0,Tuesday
